"word","present","len","vowels","consonants","nonletters"
"balarama",1,8,4,4,0
"novatory",1,8,3,5,0
"subb",0,4,1,3,0
"dearliness",0,10,4,6,0
"vocimantially",0,13,5,8,0
"nonwetted",1,9,3,6,0
"kalamkaris",1,10,4,6,0
"'robqksznzijsjbtbnlfopyhva",0,26,4,22,1
"vesuvians",1,9,4,5,0
"luxembourg",1,10,4,6,0
"shakopee",1,8,4,4,0
"arammicalthizallecha",0,20,8,12,0
"granulary",1,9,3,6,0
"classicisms",1,11,3,8,0
"vamphorn",1,8,2,6,0
"outechoirs",0,10,5,5,0
"lipsone",0,7,3,4,0
"poockerulliellyoin",0,18,8,10,0
"serosanguineous",1,15,8,7,0
"nonpassionate",1,13,6,7,0
"iomi",0,4,3,1,0
"trea",0,4,2,2,0
"leafletting",1,11,4,7,0
"subprief",0,8,3,5,0
"firistraclawbircationnialle",0,27,11,16,0
"deodar",1,6,3,3,0
"tetrain",0,7,3,4,0
"pycnidium",1,9,3,6,0
"ndeng",0,5,1,4,0
"libiyjejtpxc",0,12,3,9,0
"estafetted",1,10,4,6,0
"nonabdication",1,13,6,7,0
"friand",1,6,2,4,0
"decompensated",1,13,5,8,0
"dedramatical",0,12,5,7,0
"unfrequented",1,12,5,7,0
"countercry",1,10,3,7,0
"grary",0,5,1,4,0
"topsyturvification",1,18,7,11,0
"avitic",1,6,3,3,0
"distrates",0,9,3,6,0
"hyalitises",1,10,4,6,0
"mootmen",1,7,3,4,0
"ardhamagadhi",1,12,5,7,0
"baats",0,5,2,3,0
"compkerius",0,10,4,6,0
"jsdmki",0,6,1,5,0
"forcienetahageniasespatel",0,25,12,13,0
"pyrazoles",1,9,3,6,0
"juvenolatry",0,11,4,7,0
"haplochlamydeous",1,16,6,10,0
"mutts",1,5,1,4,0
"lakers",1,6,2,4,0
"izzard",1,6,2,4,0
"scalpless",1,9,2,7,0
"esuen",0,5,3,2,0
"pleryenounut",0,12,5,7,0
"melts",1,5,1,4,0
"huari",1,5,3,2,0
"braggadocian",0,12,5,7,0
"gramophora",0,10,4,6,0
"counday",0,7,3,4,0
"aram",1,4,2,2,0
"ensnarements",1,12,4,8,0
"rescuable",1,9,4,5,0
"choddy",0,6,1,5,0
"consolatory",1,11,4,7,0
"trepan",1,6,2,4,0
"zurrhduaafwloevpcxuoyl",0,22,8,14,0
"cedarlane",1,9,4,5,0
"rogeographian",0,13,6,7,0
"ringness",0,8,2,6,0
"overvalued",1,10,5,5,0
"adrostral",1,9,3,6,0
"tieric",0,6,3,3,0
"hypersophist",0,12,3,9,0
"sodomitish",1,10,4,6,0
"ropishness",1,10,3,7,0
"idzucryitiytrhgkuxadqjkv",0,24,6,18,0
"fenneedlecretical",0,17,7,10,0
"rhumb",1,5,1,4,0
"stammers",1,8,2,6,0
"miyasawa",1,8,4,4,0
"salpingitis",1,11,4,7,0
"macrot",0,6,2,4,0
"hyperver",0,8,2,6,0
"cieore",0,6,4,2,0
"bleacheries",1,11,5,6,0
"jolloped",1,8,3,5,0
"proatheistic",1,12,5,7,0
"dsjcxjuxcfpq",0,12,1,11,0
"byronicum",0,9,3,6,0
"mudloggers",1,10,3,7,0
"kylessestrook",0,13,4,9,0
"slockdolagers",1,13,4,9,0
"thoracostracan",1,14,5,9,0
"hypercholested",0,14,4,10,0
"rededicate",1,10,5,5,0
"voetinae",0,8,5,3,0
"bai",1,3,2,1,0
"itymipeseaeanesquracarides",0,26,13,13,0
"oztdwuqjdcukhaolfpxx",0,20,5,15,0
"reediest",1,8,4,4,0
"minoa",1,5,3,2,0
"scarck",0,6,1,5,0
"outpried",1,8,4,4,0
"rzfchcbftlampufthtto'biay",0,25,5,20,1
"vmjlosvkao'eajlctr'",0,19,5,14,2
"iodate",1,6,4,2,0
"misosophist",1,11,4,7,0
"whiners",1,7,2,5,0
"arvier",0,6,3,3,0
"ehulqn''amswcgkns",0,17,3,14,2
"fwhm",1,4,0,4,0
"lmxpyulfizfz",0,12,2,10,0
"leucocythaemias",1,15,7,8,0
"cuinechadecentaterary",0,21,9,12,0
"intercommuned",1,13,5,8,0
"newsweek",1,8,3,5,0
"reaterdereobersensuscallinet",0,28,12,16,0
"yeyecodndpg",0,11,3,8,0
"borgeson",1,8,3,5,0
"linchet",1,7,2,5,0
"parky",1,5,1,4,0
"brididactionworking",0,19,7,12,0
"franking",1,8,2,6,0
"suppression",1,11,4,7,0
"maryland",1,8,2,6,0
"schoolmasterhood",1,16,6,10,0
"presol",0,6,2,4,0
"displenishes",1,12,4,8,0
"tropidoleptus",1,13,5,8,0
"ingurgitation",1,13,6,7,0
"polyanhydipelashebtech",0,22,7,15,0
"anhaematoma",0,11,6,5,0
"ablegating",0,10,4,6,0
"irresolutions",1,13,6,7,0
"hypsistarian",1,12,4,8,0
"hydrow",0,6,1,5,0
"greatish",1,8,3,5,0
"ulturg",0,6,2,4,0
"wingedness",1,10,3,7,0
"w'nmgxxrjrtviabqyrha",0,20,3,17,1
"supernation",1,11,5,6,0
"cuckie",0,6,3,3,0
"meshuggener",1,11,4,7,0
"bearbines",1,9,4,5,0
"dorchester",1,10,3,7,0
"noncollusion",1,12,5,7,0
"sarches",0,7,2,5,0
"ypz'otvzomjevhnpdx",0,18,3,15,1
"upleg",1,5,2,3,0
"bbourvis",0,8,3,5,0
"stylograph",1,10,2,8,0
"compoer",1,7,3,4,0
"variewed",0,8,4,4,0
"dichromism",1,10,3,7,0
"extendibility",1,13,5,8,0
"monerenc",0,8,3,5,0
"freelfts",0,8,2,6,0
"slewer",1,6,2,4,0
"sargapehatitinanthr",0,19,7,12,0
"rearers",1,7,3,4,0
"wisping",1,7,2,5,0
"paboimpasi",0,10,5,5,0
"chprenoxybin",0,12,3,9,0
"pl",1,2,0,2,0
"bannotarulians",0,14,6,8,0
"stabilises",1,10,4,6,0
"cemetery",1,8,3,5,0
"zzt",1,3,0,3,0
"walkingsticks",1,13,3,10,0
"walf",0,4,1,3,0
"neuromusculature",1,16,8,8,0
"immersions",1,10,4,6,0
"susists",0,7,2,5,0
"fissioninae",0,11,6,5,0
"undecretariat",0,13,6,7,0
"gl'oswbrnxhs",0,12,1,11,1
"saccharoceptor",1,14,5,9,0
"dissave",1,7,3,4,0
"holnelica",0,9,4,5,0
"chemicophysical",1,15,5,10,0
"stubrunner",1,10,3,7,0
"matorbootelboacos",0,17,8,9,0
"rev",1,3,1,2,0
"profite",0,7,3,4,0
"chilogist",0,9,3,6,0
"huguenotisms",1,12,5,7,0
"eucyclic",1,8,3,5,0
"joelism",0,7,3,4,0
"guest",1,5,2,3,0
"pedestalling",1,12,4,8,0
"kryolitions",0,11,4,7,0
"merrin",0,6,2,4,0
"abisid",0,6,3,3,0
"ideans",0,6,3,3,0
"enplaned",1,8,3,5,0
"riakityseachrs",0,14,5,9,0
"abulfeda",1,8,4,4,0
"clathrina",1,9,3,6,0
"gulfhammonology",0,15,5,10,0
"carouser",1,8,4,4,0
"komupatioracesydogiorors",0,24,11,13,0
"misentitle",1,10,4,6,0
"trinitrotoluene",1,15,7,8,0
"tarabar",1,7,3,4,0
"inlaced",1,7,3,4,0
"heminals",0,8,3,5,0
"location",1,8,4,4,0
"pseleberium",0,11,5,6,0
"cornite",0,7,3,4,0
"outgrowth",1,9,3,6,0
"sardist",0,7,2,5,0
"mifinlltorchencheblicediripotene",0,32,12,20,0
"coups",1,5,2,3,0
"ficomendramilly",0,15,5,10,0
"stres",0,5,1,4,0
"nervosanguineous",1,16,8,8,0
"antensephesweinglaraeni",0,23,10,13,0
"edwarmbrutage",0,13,5,8,0
"elderly",1,7,2,5,0
"hortyard",1,8,2,6,0
"affeares",1,8,4,4,0
"thuswise",1,8,3,5,0
"gingelli",1,8,3,5,0
"joysome",1,7,3,4,0
"adagy",1,5,2,3,0
"gunzian",1,7,3,4,0
"posewhist",0,9,3,6,0
"caqueteuses",1,11,6,5,0
"polier",0,6,3,3,0
"argyroneta",1,10,4,6,0
"procta",0,6,2,4,0
"microtechnic",1,12,4,8,0
"clootirditidorus",0,16,7,9,0
"zbkxhrerrhszct",0,14,1,13,0
"histotrophy",1,11,3,8,0
"ddgattctvhzprdgixe'ze",0,21,4,17,1
"deans",1,5,2,3,0
"nonpenitent",1,11,4,7,0
"ruessish",0,8,3,5,0
"bestincket",0,10,3,7,0
"pdcqr",0,5,0,5,0
"mul",0,3,1,2,0
"renarese",0,8,4,4,0
"undrilion",0,9,4,5,0
"deflatis",0,8,3,5,0
"hyoplasty",0,9,2,7,0
"eucoxcoricalnekts",0,17,7,10,0
"garrat",1,6,2,4,0
"telotaxis",1,9,4,5,0
"fluolisatingly",0,14,5,9,0
"herefordshire",1,13,5,8,0
"flavanthrone",1,12,4,8,0
"ealcoessophown",0,14,6,8,0
"plutonomic",0,10,4,6,0
"glabelmouthielsvilletta",0,23,9,14,0
"ranomarring",0,11,4,7,0
"indehiscences",1,13,5,8,0
"fluorimetries",1,13,6,7,0
"avokpjbbvygpvnllieutb",0,21,5,16,0
"ellipticities",1,13,6,7,0
"crenella",1,8,3,5,0
"gurmukhi",1,8,3,5,0
"couspupered",0,11,5,6,0
"mrujnefgrgnpfs",0,14,2,12,0
"wetkint",0,7,2,5,0
"luppdwkukyjimrbt'kaqasza",0,24,6,18,1
"larner",1,6,2,4,0
"cavitically",0,11,4,7,0
"sfuluver",0,8,3,5,0
"olich",0,5,2,3,0
"'yuyjw",0,6,1,5,1
"polysyllabi",0,11,3,8,0
"prednisone",1,10,4,6,0
"scoureetteran",0,13,6,7,0
"excipula",1,8,4,4,0
"emmity",0,6,2,4,0
"gloater",1,7,3,4,0
"mismaker",0,8,3,5,0
"oeillades",1,9,5,4,0
"quinnipiac",1,10,5,5,0
"osselets",1,8,3,5,0
"stist",0,5,1,4,0
"opy",0,3,1,2,0
"neur",0,4,2,2,0
"contendance",0,11,4,7,0
"facturable",0,10,4,6,0
"birdcatcher",1,11,3,8,0
"clayhole",1,8,3,5,0
"calisedumkaryopittes",0,20,8,12,0
"hoydenisms",1,10,3,7,0
"pindaric",1,8,3,5,0
"laric",0,5,2,3,0
"obsidence",0,9,4,5,0
"millines",1,8,3,5,0
"archaemisationturalists",0,23,10,13,0
"clingletinites",0,14,5,9,0
"tiding",1,6,2,4,0
"palaverer",1,9,4,5,0
"exscisse",0,8,3,5,0
"subconical",1,10,4,6,0
"anior",0,5,3,2,0
"uneffusion",0,10,5,5,0
"yamaskino",0,9,4,5,0
"calgon",1,6,2,4,0
"aparance",0,8,4,4,0
"yeoqvoeo''x'",0,12,5,7,3
"zolaesque",1,9,5,4,0
"catiephen",0,9,4,5,0
"cotemporaries",1,13,6,7,0
"glaverer",0,8,3,5,0
"orphipcherathiater",0,18,7,11,0
"isogamy",1,7,3,4,0
"severcombia",0,11,5,6,0
"bracillocognes",0,14,5,9,0
"shipranzans",0,11,3,8,0
"misalleging",1,11,4,7,0
"jookerincocklest",0,16,6,10,0
"drollishness",1,12,3,9,0
"rhrafogerhhoanoprifas",0,21,8,13,0
"sheepfaced",1,10,4,6,0
"cadecapamoubsirerudn",0,20,9,11,0
"esmaria",1,7,4,3,0
"nonbelligerency",1,15,5,10,0
"poreticess",0,10,4,6,0
"inductile",1,9,4,5,0
"prioress",1,8,3,5,0
"feneyanariandearloy",0,19,9,10,0
"cxnrwplxuzqn'w",0,14,1,13,1
"bjnuwcb",0,7,1,6,0
"hairlike",1,8,4,4,0
"dbhp'tmdkjbsdouuecxxddxdsuxt",0,28,5,23,1
"aite",0,4,3,1,0
"adaptings",0,9,3,6,0
"zxprcqic",0,8,1,7,0
"gkzhqfdrsmzgpdtphbkl",0,20,0,20,0
"kim'xnkvust",0,11,2,9,1
"mecdcfgbangtbjzukgevhqzseuzapy",0,30,7,23,0
"silctdkcdvmvjbsgrssdjepqqv",0,26,2,24,0
"trityles",0,8,2,6,0
"jaspis",1,6,2,4,0
"demibarren",0,10,4,6,0
"wsbvn",0,5,0,5,0
"sxiwpwiyfnayyupkjfujwyzdqrs",0,27,5,22,0
"testicardines",1,13,5,8,0
"subclauch",0,9,3,6,0
"bastic",0,6,2,4,0
"dustcart",1,8,2,6,0
"bachella",0,8,3,5,0
"oriana",1,6,4,2,0
"mastodont",1,9,3,6,0
"sunae",0,5,3,2,0
"herenainontrfileilid",0,20,9,11,0
"ankingraver",0,11,4,7,0
"mesonemertini",1,13,6,7,0
"zjlxypffer",0,10,1,9,0
"sinisteries",0,11,5,6,0
"carnifies",1,9,4,5,0
"porphyrogenitism",1,16,5,11,0
"nasute",1,6,3,3,0
"isgwpywb",0,8,1,7,0
"combinative",1,11,5,6,0
"soolera",0,7,4,3,0
"nwkuobdeedk",0,11,4,7,0
"prudells",0,8,2,6,0
"mohabidowozares",0,15,7,8,0
"transposing",1,11,3,8,0
"dallogenoncombries",0,18,7,11,0
"nidium",0,6,3,3,0
"messan",1,6,2,4,0
"yahvistically",0,13,4,9,0
"chylocaulously",1,14,5,9,0
"bioactive",1,9,5,4,0
"sac",1,3,1,2,0
"ukokqltchuam",0,12,4,8,0
"opportunisms",1,12,4,8,0
"blaitially",0,10,4,6,0
"diphthongised",1,13,4,9,0
"whighilltbleraesucaupe",0,22,9,13,0
"scanel",0,6,2,4,0
"slended",0,7,2,5,0
"acean",0,5,3,2,0
"halimot",1,7,3,4,0
"noisiness",1,9,4,5,0
"raptorious",1,10,5,5,0
"smootisericately",0,16,7,9,0
"uninstanced",1,11,4,7,0
"mulaprakriti",1,12,5,7,0
"evols",0,5,2,3,0
"sawsetter",1,9,3,6,0
"wited",1,5,2,3,0
"cumingtrus",0,10,3,7,0
"egbeaution",0,10,6,4,0
"zainer",0,6,3,3,0
"melioratively",1,13,6,7,0
"coprosma",1,8,3,5,0
"qanaes",0,6,3,3,0
"adendrium",0,9,4,5,0
"chroman",0,7,2,5,0
"poima",0,5,3,2,0
"unliturgist",0,11,4,7,0
"dwnd",0,4,0,4,0
"gnvpon",0,6,1,5,0
"mpedistisane",0,12,5,7,0
"unoratown",0,9,4,5,0
"ferrateen",1,9,4,5,0
"cabernets",1,9,3,6,0
"hermetamen",0,10,4,6,0
"alienation",1,10,6,4,0
"hekhsher",1,8,2,6,0
"dise",0,4,2,2,0
"collely",0,7,2,5,0
"ibcba",0,5,2,3,0
"ssoterldaninfis",0,15,5,10,0
"magnums",1,7,2,5,0
"almanontateney",0,14,6,8,0
"polyganglionic",1,14,5,9,0
"unenhanced",1,10,4,6,0
"auditoria",1,9,6,3,0
"allocryptic",1,11,3,8,0
"drabetted",0,9,3,6,0
"waylandscape",0,12,4,8,0
"upupa",1,5,3,2,0
"sallenerermhitaraxcouinecoanttanead",0,35,16,19,0
"bedell",1,6,2,4,0
"intersealingual",0,15,7,8,0
"mortificator",0,12,5,7,0
"povs",0,4,1,3,0
"photodecomposition",1,18,8,10,0
"lianatiaracilorinchedy",0,22,10,12,0
"deophoniest",0,11,5,6,0
"barklice",1,8,3,5,0
"unimpresumpster",0,15,5,10,0
"sothonganius",0,12,5,7,0
"weteriaes",0,9,5,4,0
"retreatant",1,10,4,6,0
"airfreight",1,10,4,6,0
"thermostatting",1,14,4,10,0
"weigel",1,6,3,3,0
"effluenzali",0,11,5,6,0
"jesuitisms",1,10,4,6,0
"reces",0,5,2,3,0
"truthlessness",0,13,3,10,0
"headwards",1,9,3,6,0
"synaphea",1,8,3,5,0
"'lgzjstrvskpobtpiskdeebcq",0,25,4,21,1
"houdifid",0,8,4,4,0
"muk",0,3,1,2,0
"argyroteologist",0,15,6,9,0
"flexography",1,11,3,8,0
"olouansupoghe",0,13,7,6,0
"thugging",1,8,2,6,0
"cottekill",1,9,3,6,0
"sinclairville",1,13,5,8,0
"playton",0,7,2,5,0
"'gvogv",0,6,1,5,1
"nictitant",1,9,3,6,0
"songbook",1,8,3,5,0
"perjuring",1,9,3,6,0
"stiones",0,7,3,4,0
"scoplandaal",0,11,4,7,0
"hidean",0,6,3,3,0
"hissings",1,8,2,6,0
"ttadachaeblabishets",0,19,7,12,0
"schbergera",0,10,3,7,0
"metropolises",1,12,5,7,0
"wznmgfrddnfekbvycccxg",0,21,1,20,0
"purcellville",1,12,4,8,0
"cyanoguanins",0,12,5,7,0
"pamphletizing",1,13,4,9,0
"corporealists",1,13,5,8,0
"tetic",0,5,2,3,0
"chalic",0,6,2,4,0
"notectric",0,9,3,6,0
"mserongledonoourawr",0,19,8,11,0
"extravisceral",1,13,5,8,0
"respringer",0,10,3,7,0
"mont",1,4,1,3,0
"ogare",0,5,3,2,0
"cowfuledinatinirimaygenanmuetwkeonne",0,36,16,20,0
"rastles",1,7,2,5,0
"willo",0,5,2,3,0
"succulence",1,10,4,6,0
"ultun",1,5,2,3,0
"brckme",0,6,1,5,0
"badgerwet",0,9,3,6,0
"prognostically",1,14,4,10,0
"espressos",1,9,3,6,0
"toko",1,4,2,2,0
"sterna",1,6,2,4,0
"mylotyphalenosities",0,19,7,12,0
"craryville",1,10,3,7,0
"catholidae",0,10,5,5,0
"lethyphidaininstircnaralteass",0,29,10,19,0
"examiner",1,8,4,4,0
"settablenesses",0,14,5,9,0
"noniness",0,8,3,5,0
"ungenuine",1,9,5,4,0
"kacgmq'hdjbvxlfn",0,16,1,15,1
"waygooses",1,9,4,5,0
"bionuntapelaciffele",0,19,9,10,0
"barognosis",1,10,4,6,0
"mavin",1,5,2,3,0
"terwar",0,6,2,4,0
"illine",0,6,3,3,0
"qsrhnvgesjdqvnjh",0,16,1,15,0
"reests",1,6,2,4,0
"aliber",1,6,3,3,0
"allisan",1,7,3,4,0
"scins",0,5,1,4,0
"leavisite",1,9,5,4,0
"ambushments",1,11,3,8,0
"cephalus",1,8,3,5,0
"pheshanonactobit",0,16,6,10,0
"diffuser",1,8,3,5,0
"dupuis",1,6,3,3,0
"gidweq",0,6,2,4,0
"saburration",1,11,5,6,0
"sarcosmeteest",0,13,5,8,0
"chrylioleaxicalatind",0,20,8,12,0
"overfertilise",0,13,6,7,0
"preimbursednesses",0,17,6,11,0
"goie",0,4,3,1,0
"bridarmantlist",0,14,4,10,0
"pyg",0,3,0,3,0
"accitotred",0,10,4,6,0
"anomas",0,6,3,3,0
"hyperostographic",0,16,5,11,0
"excesse",0,7,3,4,0
"thumby",1,6,1,5,0
"brockiele",0,9,4,5,0
"retried",1,7,3,4,0
"aptjryucungqyirecxwwnigi",0,24,7,17,0
"mpequphatiatricorilloas",0,23,10,13,0
"plashingly",1,10,2,8,0
"stical",0,6,2,4,0
"acousiness",0,10,5,5,0
"fisiae",0,6,4,2,0
"langite",1,7,3,4,0
"lizzie",1,6,3,3,0
"matthau",1,7,3,4,0
"oligochronin",0,12,5,7,0
"attanerrizethd",0,14,5,9,0
"helios",1,6,3,3,0
"unstarting",1,10,3,7,0
"overses",0,7,3,4,0
"sensualists",1,11,4,7,0
"foulletta",0,9,4,5,0
"intemethid",0,10,4,6,0
"gisharogetaplylontecly",0,22,7,15,0
"dictator",1,8,3,5,0
"qtksqxpcicgkqkfdzfkrxands",0,25,2,23,0
"fudder",1,6,2,4,0
"megatheriid",1,11,5,6,0
"jctn",1,4,0,4,0
"sutherland",1,10,3,7,0
"waverable",1,9,4,5,0
"noyyietubgyykfsf",0,16,4,12,0
"thogister",0,9,3,6,0
"manity",1,6,2,4,0
"hjerpe",1,6,2,4,0
"private",1,7,3,4,0
"dodgements",0,10,3,7,0
"mfnchuring",0,10,2,8,0
"stagists",0,8,2,6,0
"epicleidium",1,11,6,5,0
"gersample",0,9,3,6,0
"espn",1,4,1,3,0
"borde",1,5,2,3,0
"presulphumpetishbaca",0,20,7,13,0
"expedes",0,7,3,4,0
"dintrics",0,8,2,6,0
"alloxanate",1,10,5,5,0
"leasingness",0,11,4,7,0
"libril",0,6,2,4,0
"dise",0,4,2,2,0
"daler",1,5,2,3,0
"lacis",1,5,2,3,0
"idioticon",1,9,5,4,0
"tacites",0,7,3,4,0
"genova",1,6,3,3,0
"febris",1,6,2,4,0
"godspeeds",1,9,3,6,0
"mangouste",1,9,4,5,0
"elytrospace",0,11,4,7,0
"gyeste",0,6,2,4,0
"whitweek",1,8,3,5,0
"emmetry",0,7,2,5,0
"bivittate",1,9,4,5,0
"hepatitis",1,9,4,5,0
"porian",0,6,3,3,0
"xhosan",1,6,2,4,0
"oxidic",1,6,3,3,0
"lexigraphies",1,12,5,7,0
"gybkpxw",0,7,0,7,0
"maintainable",1,12,6,6,0
"merrimagua",0,10,5,5,0
"hittagiustibicolour",0,19,9,10,0
"antislave",0,9,4,5,0
"nonlawyerliken",0,14,5,9,0
"punthuntomathenirrecraminisers",0,30,11,19,0
"photomy",0,7,2,5,0
"coalson",0,7,3,4,0
"o'rourke",1,8,4,4,1
"kastry",0,6,1,5,0
"nourisher",1,9,4,5,0
"darraines",1,9,4,5,0
"regelations",1,11,5,6,0
"fusileers",1,9,4,5,0
"diastimeter",1,11,5,6,0
"nw'ioebfgkv",0,11,3,8,1
"langerhans",1,10,3,7,0
"bigod",1,5,2,3,0
"versace",1,7,3,4,0
"riboflavobacter",0,15,6,9,0
"applicant",1,9,3,6,0
"withdrawnnesses",1,15,4,11,0
"hockedgentreps",0,14,4,10,0
"t'nka''idrm",0,11,2,9,3
"coautotillosishly",0,17,7,10,0
"cspbvrn'd'jh",0,12,0,12,2
"brontophobia",1,12,5,7,0
"etesian",1,7,4,3,0
"neel",1,4,2,2,0
"awarn",1,5,2,3,0
"amphigonous",1,11,5,6,0
"paraphragmacy",0,13,4,9,0
"livapoing",0,9,4,5,0
"unfeverish",1,10,4,6,0
"sores",1,5,2,3,0
"midyear",1,7,3,4,0
"outpolitic",0,10,5,5,0
"cervicographies",1,15,6,9,0
"operatenesses",0,13,6,7,0
"archill",0,7,2,5,0
"acuity",1,6,3,3,0
"wrottesley",1,10,3,7,0
"proiddles",0,9,3,6,0
"notumers",0,8,3,5,0
"hrijljzl'jietrxudgjeskajhrl",0,27,6,21,1
"vent",1,4,1,3,0
"bilharziasis",1,12,5,7,0
"dulbert",1,7,2,5,0
"presign",1,7,2,5,0
"ispas",0,5,2,3,0
"prodromus",1,9,3,6,0
"radiopharmeceutical",1,19,9,10,0
"skelm",1,5,1,4,0
"overturn",1,8,3,5,0
"beguilement",1,11,5,6,0
"preim",0,5,2,3,0
"organities",1,10,5,5,0
"agirvictere",0,11,5,6,0
"wartworts",1,9,2,7,0
"patricksburg",1,12,3,9,0
"anthidiales",0,11,5,6,0
"doyenned",0,8,3,5,0
"lucretenegardhos",0,16,6,10,0
"potifer",1,7,3,4,0
"callows",1,7,2,5,0
"tubtail",1,7,3,4,0
"ddenoturinoctelinhongat",0,23,9,14,0
"austrogaea",1,10,6,4,0
"malacostracan",1,13,5,8,0
"smescis",0,7,2,5,0
"idrryflttrhk",0,12,1,11,0
"poltophagists",0,13,4,9,0
"noverrellbene",0,13,5,8,0
"ezar",1,4,2,2,0
"purchases",1,9,3,6,0
"proviso",1,7,3,4,0
"strix",1,5,1,4,0
"aramanta",1,8,4,4,0
"quintilis",1,9,4,5,0
"rikargentaliness",0,16,6,10,0
"unpendulousness",1,15,6,9,0
"demise",1,6,3,3,0
"emplasterstone",0,14,5,9,0
"brodie",1,6,3,3,0
"scenium",0,7,3,4,0
"spergia",0,7,3,4,0
"diploplacula",1,12,5,7,0
"zuzzes",1,6,2,4,0
"parently",0,8,2,6,0
"nonparielle",0,11,5,6,0
"demihigh",1,8,3,5,0
"disillude",1,9,4,5,0
"alkahe",0,6,3,3,0
"homoclinal",1,10,4,6,0
"gallinaginous",1,13,6,7,0
"laggery",0,7,2,5,0
"paedotribe",1,10,5,5,0
"pemeesinmayulomoknouste",0,23,11,12,0
"liquidogenous",1,13,7,6,0
"alca",1,4,2,2,0
"speakingness",1,12,4,8,0
"cogalicrgoubole",0,15,7,8,0
"mgucbidvcmro",0,12,3,9,0
"subseverimmego",0,14,6,8,0
"plantling",1,9,2,7,0
"hipbaths",1,8,2,6,0
"peai",1,4,3,1,0
"wejdi",0,5,2,3,0
"transferential",1,14,5,9,0
"jacobson",1,8,3,5,0
"roughishly",1,10,3,7,0
"ronglytomollins",0,15,4,11,0
"unclesfordan",0,12,4,8,0
"braunite",1,8,4,4,0
"edman",1,5,2,3,0
"procreant",1,9,3,6,0
"carnim",0,6,2,4,0
"pizzelle",1,8,3,5,0
"monickers",1,9,3,6,0
"okean",1,5,3,2,0
"undauntable",1,11,5,6,0
"surfing",1,7,2,5,0
"moleproofing",0,12,5,7,0
"dimock",1,6,2,4,0
"reachy",1,6,2,4,0
"pachs",0,5,1,4,0
"hszbxujjtztwqal'",0,16,2,14,1
"codelights",0,10,3,7,0
"octantal",1,8,3,5,0
"berginization",1,13,6,7,0
"lunsford",1,8,2,6,0
"carpaccios",1,10,4,6,0
"stark",1,5,1,4,0
"slickery",1,8,2,6,0
"bethinks",1,8,2,6,0
"puffinus",1,8,3,5,0
"quinaquina",1,10,6,4,0
"pappadams",1,9,3,6,0
"pseudotetrameral",1,16,7,9,0
"resoll",0,6,2,4,0
"telitars",0,8,3,5,0
"bitie",0,5,3,2,0
"unquantified",1,12,6,6,0
"fvozsnbwjmcdiwlnrqzacl",0,22,3,19,0
"wyn",1,3,0,3,0
"jerrymandering",1,14,4,10,0
"sliddering",1,10,3,7,0
"acquiets",0,8,4,4,0
"blunter",1,7,2,5,0
"pentally",0,8,2,6,0
"flypapers",1,9,2,7,0
"durning",1,7,2,5,0
"faucets",1,7,3,4,0
"fautors",1,7,3,4,0
"barra",1,5,2,3,0
"uncoprographottersic",0,20,7,13,0
"relapse",1,7,3,4,0
"atabrins",1,8,3,5,0
"fubar",1,5,2,3,0
"ypwkawcksxrtqouqkypcickdrs",0,26,4,22,0
"neuringer",0,9,4,5,0
"rigbane",1,7,3,4,0
"tapur",0,5,2,3,0
"lnweob",0,6,2,4,0
"mwowyh",0,6,1,5,0
"hounderlaud",0,11,5,6,0
"magism",1,6,2,4,0
"sequence",1,8,4,4,0
"tetracadactylity",1,16,5,11,0
"prgsmity",0,8,1,7,0
"arrhizal",1,8,3,5,0
"womanlike",1,9,4,5,0
"tagerper",0,8,3,5,0
"saganas",0,7,3,4,0
"polyzoa",1,7,3,4,0
"unbreweinshipsies",0,17,7,10,0
"ogumus",0,6,3,3,0
"bestiped",0,8,3,5,0
"reppliers",0,9,3,6,0
"transnationalism",1,16,6,10,0
"di'vmyjaickavquu",0,16,6,10,1
"fleapit",1,7,3,4,0
"autoharps",1,9,4,5,0
"pactolian",1,9,4,5,0
"inkness",0,7,2,5,0
"philomelian",1,11,5,6,0
"sensitor",0,8,3,5,0
"beiges",1,6,3,3,0
"together",0,8,3,5,0
"metallists",1,10,3,7,0
"centonikuctozetrbar",0,19,7,12,0
"nonluster",1,9,3,6,0
"etymonic",1,8,3,5,0
"tomines",1,7,3,4,0
"disbosoms",1,9,3,6,0
"hjniuflwsoae'uibywuovcv",0,23,9,14,1
"rotovates",1,9,4,5,0
"vatmen",1,6,2,4,0
"plantad",1,7,2,5,0
"unebekaa",0,8,5,3,0
"antarateshudialiplacoulupunege",0,30,15,15,0
"reuptakes",1,9,4,5,0
"weatin",0,6,3,3,0
"xbaeuaqockblktjnctdvk",0,21,5,16,0
"traceries",1,9,4,5,0
"nonescram",0,9,3,6,0
"alerdlowle",0,10,4,6,0
"ajax",1,4,2,2,0
"mr''qhgyxeizevmdcdcb",0,20,3,17,2
"synapshood",0,10,3,7,0
"incog",1,5,2,3,0
"scal",0,4,1,3,0
"illiveratropyrient",0,18,7,11,0
"pungencies",1,10,4,6,0
"regmallit",0,9,3,6,0
"choreally",0,9,3,6,0
"cocrustat",0,9,3,6,0
"wadis",1,5,2,3,0
"xtbiijlhcudexulinzbuczocqpnm",0,28,8,20,0
"wendal",0,6,2,4,0
"cumberment",1,10,3,7,0
