word,present,len,vowels,consonants,nonletters,vtc
phrygianism,0,11,3,8,0,0.375
suberiform,1,10,4,6,0,0.666666666666667
nonpermitudings,0,15,5,10,0,0.5
polysulfides,1,12,4,8,0,0.5
adaptate,0,8,4,4,0,1
huntedly,1,8,2,6,0,0.333333333333333
l'e,0,3,1,2,1,0.5
aulerizy,0,8,4,4,0,1
sweeds,0,6,2,4,0,0.5
denote,1,6,3,3,0,1
nsvrstfuknxarwdeqtpcjdsstb,0,26,3,23,0,0.130434782608696
tantrisms,1,9,2,7,0,0.285714285714286
scrouns,0,7,2,5,0,0.4
charmeuse,1,9,4,5,0,0.8
hypocrater,1,10,3,7,0,0.428571428571429
douar,1,5,3,2,0,1.5
'vhhsizf,0,8,1,7,1,0.142857142857143
lindly,1,6,1,5,0,0.2
unfarmed,1,8,3,5,0,0.6
fianchetti,1,10,4,6,0,0.666666666666667
meningococcocci,1,15,6,9,0,0.666666666666667
electrothermic,1,14,5,9,0,0.555555555555556
uhrpafwmw,0,9,2,7,0,0.285714285714286
brachillaboric,0,14,5,9,0,0.555555555555556
postado,0,7,3,4,0,0.75
bradycrotic,0,11,3,8,0,0.375
thromata,0,8,3,5,0,0.6
begored,1,7,3,4,0,0.75
drephyroinstrarere,0,18,6,12,0,0.5
genetika,1,8,4,4,0,1
uf,0,2,1,1,0,1
glim,1,4,1,3,0,0.333333333333333
mbwjudxtlatiwgrg,0,16,3,13,0,0.230769230769231
lfiny,0,5,1,4,0,0.25
undercurrents,1,13,4,9,0,0.444444444444444
timbuktu,1,8,3,5,0,0.6
allees,1,6,3,3,0,1
annarbor,1,8,3,5,0,0.6
procalcarrations,0,16,6,10,0,0.6
adventuring,1,11,4,7,0,0.571428571428571
euder,0,5,3,2,0,1.5
eyeholes,1,8,4,4,0,1
scyllidae,1,9,3,6,0,0.5
morristels,0,10,3,7,0,0.428571428571429
enterobacterium,1,15,7,8,0,0.875
declassification,1,16,7,9,0,0.777777777777778
deerflies,1,9,4,5,0,0.8
cherynchrocrorhot,0,17,4,13,0,0.307692307692308
prohydrotechnofear,0,18,6,12,0,0.5
murmuremediencydloperaxa,0,24,10,14,0,0.714285714285714
venderface,0,10,4,6,0,0.666666666666667
bepastured,1,10,4,6,0,0.666666666666667
basilian,1,8,4,4,0,1
acmontrephallidae,0,17,7,10,0,0.7
virement,1,8,3,5,0,0.6
gloversville,1,12,4,8,0,0.5
limingler,0,9,3,6,0,0.5
fanaticising,1,12,5,7,0,0.714285714285714
clewgarnet,1,10,3,7,0,0.428571428571429
rayleness,0,9,3,6,0,0.5
iur,0,3,2,1,0,2
egocerus,1,8,4,4,0,1
channate,0,8,3,5,0,0.6
ucrgrtierochoncull,0,18,6,12,0,0.5
efatese,1,7,4,3,0,1.33333333333333
endocrinous,1,11,5,6,0,0.833333333333333
rhynes,1,6,1,5,0,0.2
acontium,1,8,4,4,0,1
dazhppfgeoltlion,0,16,5,11,0,0.454545454545455
reinterparts,0,12,4,8,0,0.5
grodiest,1,8,3,5,0,0.6
vedism,1,6,2,4,0,0.5
cratokenchee,0,12,5,7,0,0.714285714285714
plthuvcpzlyafxplwodsejai,0,24,6,18,0,0.333333333333333
arustle,1,7,3,4,0,0.75
galla,1,5,2,3,0,0.666666666666667
chefounhamopeckstatistro,0,24,9,15,0,0.6
councillors,1,11,4,7,0,0.571428571428571
saks,1,4,1,3,0,0.333333333333333
bamicorshan,0,11,4,7,0,0.571428571428571
pheazars,1,8,3,5,0,0.6
riettest,0,8,3,5,0,0.6
nazificatorisms,0,15,6,9,0,0.666666666666667
coryl,1,5,1,4,0,0.25
leckrone,1,8,3,5,0,0.6
brassageway,0,11,4,7,0,0.571428571428571
terelic,0,7,3,4,0,0.75
coprojector,1,11,4,7,0,0.571428571428571
dwalkalist,0,10,3,7,0,0.428571428571429
valence,1,7,3,4,0,0.75
mqwyrrisgbrgscht,0,16,1,15,0,0.0666666666666667
anrvingitsudmyla,0,16,5,11,0,0.454545454545455
patwari,1,7,3,4,0,0.75
pupmalcwrpbw'mm,0,15,2,13,1,0.153846153846154
colli,0,5,2,3,0,0.666666666666667
erythrophilous,1,14,5,9,0,0.555555555555556
reagingalisations,0,17,8,9,0,0.888888888888889
donchat,0,7,2,5,0,0.4
unluckier,1,9,4,5,0,0.8
hyperodontogeny,1,15,5,10,0,0.5
stitrigynkesinneschirstopstegrorulmoo,0,37,12,25,0,0.48
cill,1,4,1,3,0,0.333333333333333
eeninepatis,0,11,6,5,0,1.2
protelytron,0,11,3,8,0,0.375
perukier,1,8,4,4,0,1
pigswill,1,8,2,6,0,0.333333333333333
wilone,1,6,3,3,0,1
kjs,0,3,0,3,0,0
exofeieniang,0,12,7,5,0,1.4
xipharmonsburg,0,14,4,10,0,0.4
carryon,1,7,2,5,0,0.4
profiteering,1,12,5,7,0,0.714285714285714
docuddermatospective,0,20,8,12,0,0.666666666666667
luxembourgeoisie,0,16,9,7,0,1.28571428571429
gautaoicwqdwsujmsfbs,0,20,6,14,0,0.428571428571429
avekfquus,0,9,4,5,0,0.8
jyorqlecyc'wmztgbxud,0,20,3,17,1,0.176470588235294
gol,1,3,1,2,0,0.5
chuvash,1,7,2,5,0,0.4
admeasured,1,10,5,5,0,1
trif,0,4,1,3,0,0.333333333333333
btyyp,0,5,0,5,0,0
plasexuarbutchoy,0,16,6,10,0,0.6
phaemiak,0,8,4,4,0,1
ladroitures,0,11,5,6,0,0.833333333333333
warly,1,5,1,4,0,0.25
prers,0,5,1,4,0,0.25
hydrocyanogenetic,0,17,6,11,0,0.545454545454545
nodon,0,5,2,3,0,0.666666666666667
mielnau'iyugljtsbc,0,18,6,12,1,0.5
harvel,1,6,2,4,0,0.5
preseafcakick,0,13,5,8,0,0.625
superjumbo,1,10,4,6,0,0.666666666666667
masutralism,0,11,4,7,0,0.571428571428571
toggizzlenure,0,13,5,8,0,0.625
californio,1,10,5,5,0,1
parvati,1,7,3,4,0,0.75
threshing,1,9,2,7,0,0.285714285714286
dendrium,1,8,3,5,0,0.6
vxrpcothfrgw',0,13,1,12,1,0.0833333333333333
sectorshing,0,11,3,8,0,0.375
girondelicitly,0,14,5,9,0,0.555555555555556
braisintegyptogamic,0,19,7,12,0,0.583333333333333
wrain,0,5,2,3,0,0.666666666666667
gurgical,0,8,3,5,0,0.6
scaberulous,1,11,5,6,0,0.833333333333333
hicasslosed,0,11,4,7,0,0.571428571428571
asixafas,0,8,4,4,0,1
onixagydwovr,0,12,4,8,0,0.5
datos,1,5,2,3,0,0.666666666666667
euglenophyta,1,12,5,7,0,0.714285714285714
proscamaianchaloinceasigarconiagizes,0,36,17,19,0,0.894736842105263
mischaracterises,1,16,6,10,0,0.6
subtrend,1,8,2,6,0,0.333333333333333
hiroko,1,6,3,3,0,1
misima,1,6,3,3,0,1
ustiand,0,7,3,4,0,0.75
butteviounopalafesamognoneytialoxiokinaiatinedanus,0,50,26,24,0,1.08333333333333
moderniece,0,10,5,5,0,1
sakaise,0,7,4,3,0,1.33333333333333
hidomenidnean,0,13,6,7,0,0.857142857142857
entangledly,1,11,3,8,0,0.375
fanciers,1,8,3,5,0,0.6
unstewardlike,1,13,5,8,0,0.625
reticness,0,9,3,6,0,0.5
amoralisms,1,10,4,6,0,0.666666666666667
nonfederatae,0,12,6,6,0,1
policellersysgranist,0,20,6,14,0,0.428571428571429
hitobesa,0,8,4,4,0,1
kgswjkbxmn,0,10,0,10,0,0
overtopper,0,10,4,6,0,0.666666666666667
woopie,1,6,4,2,0,2
disarme,0,7,3,4,0,0.75
aloggodinasisses,0,16,7,9,0,0.777777777777778
tarkiesque,0,10,5,5,0,1
nabalisation,0,12,6,6,0,1
peskier,1,7,3,4,0,0.75
groundcloth,1,11,3,8,0,0.375
yqtblyacv,0,9,1,8,0,0.125
boris,1,5,2,3,0,0.666666666666667
reciprocatio,0,12,6,6,0,1
sirrah,1,6,2,4,0,0.5
blownds,0,7,1,6,0,0.166666666666667
bistipulate,1,11,5,6,0,0.833333333333333
zoopaschistonia,0,15,7,8,0,0.875
shonistomanians,0,15,6,9,0,0.666666666666667
halous,0,6,3,3,0,1
pleurotus,1,9,4,5,0,0.8
semirefined,1,11,5,6,0,0.833333333333333
organogenesis,1,13,6,7,0,0.857142857142857
tzg,0,3,0,3,0,0
ticapialurgeska,0,15,7,8,0,0.875
sanguineovascular,1,17,8,9,0,0.888888888888889
unr,0,3,1,2,0,0.5
paddymelon,1,10,3,7,0,0.428571428571429
boverrilla,0,10,4,6,0,0.666666666666667
podiceps,1,8,3,5,0,0.6
talon,1,5,2,3,0,0.666666666666667
mirabilis,1,9,4,5,0,0.8
dodontusia,0,10,5,5,0,1
estanciero,1,10,5,5,0,1
nonsubcompositiously,0,20,8,12,0,0.666666666666667
assoriums,0,9,4,5,0,0.8
devonport,1,9,3,6,0,0.5
dollaeuomutecsson,0,17,8,9,0,0.888888888888889
unembezzled,1,11,4,7,0,0.571428571428571
strepitantly,1,12,3,9,0,0.333333333333333
mitrogotranoteritrravohedenacomume,0,34,15,19,0,0.789473684210526
austenoscope,0,12,6,6,0,1
loudishness,0,11,4,7,0,0.571428571428571
ribbah,0,6,2,4,0,0.5
hexade,1,6,3,3,0,1
mardizertilembbinetennmipisidrcgirs,0,35,12,23,0,0.521739130434783
medflies,1,8,3,5,0,0.6
cardiospermum,1,13,5,8,0,0.625
usolosluarcutrmanedeer,0,22,10,12,0,0.833333333333333
incred,0,6,2,4,0,0.5
misderivating,0,13,5,8,0,0.625
coscloolus,0,10,4,6,0,0.666666666666667
tongueflower,1,12,5,7,0,0.714285714285714
martaker,0,8,3,5,0,0.6
chuckholts,0,10,2,8,0,0.25
eqqmysdqnvcrmgioifmnxevwte,0,26,6,20,0,0.3
catagmatic,1,10,4,6,0,0.666666666666667
prockin,0,7,2,5,0,0.4
dinglernamegars,0,15,5,10,0,0.5
lepte,0,5,2,3,0,0.666666666666667
ataghans,1,8,3,5,0,0.6
pipylepear,0,10,4,6,0,0.666666666666667
fastinkleform,0,13,4,9,0,0.444444444444444
urer,0,4,2,2,0,1
demandativeness,0,15,6,9,0,0.666666666666667
tailifical,0,10,5,5,0,1
winkier,0,7,3,4,0,0.75
gwenni,1,6,2,4,0,0.5
coastwaiter,1,11,5,6,0,0.833333333333333
schisms,1,7,1,6,0,0.166666666666667
leuconosed,0,10,5,5,0,1
aghlabite,1,9,4,5,0,0.8
adroituricchio,0,14,7,7,0,1
rshyozxmxxnlsrllkagdpzphxzbqn,0,29,2,27,0,0.0740740740740741
footpostsis,0,11,4,7,0,0.571428571428571
sylvabishead,0,12,4,8,0,0.5
ditzier,1,7,3,4,0,0.75
swarthoughts,0,12,3,9,0,0.333333333333333
ellicottville,1,13,5,8,0,0.625
dqkobzxjjuqppxnpgucxuhsm,0,24,4,20,0,0.2
pterylae,1,8,3,5,0,0.6
overconquerspreattribunitiate,0,29,13,16,0,0.8125
dedy,0,4,1,3,0,0.333333333333333
psyle,0,5,1,4,0,0.25
syngman,1,7,1,6,0,0.166666666666667
tl,1,2,0,2,0,0
jiffs,1,5,1,4,0,0.25
irogerre,0,8,4,4,0,1
ftuiegaduwiyawkepwwlc,0,21,8,13,0,0.615384615384615
hyperacidity,1,12,4,8,0,0.5
lupe,1,4,2,2,0,1
pownding,1,8,2,6,0,0.333333333333333
poninc,0,6,2,4,0,0.5
pseudocumyl,1,11,4,7,0,0.571428571428571
protopteris,0,11,4,7,0,0.571428571428571
ochorabstin,0,11,4,7,0,0.571428571428571
oilla,1,5,3,2,0,1.5
maragy,0,6,2,4,0,0.5
oncolporteni,0,12,5,7,0,0.714285714285714
commensal,1,9,3,6,0,0.5
vertibility,1,11,4,7,0,0.571428571428571
trustlessness,1,13,3,10,0,0.3
lorrayne,1,8,3,5,0,0.6
vocabularia,0,11,6,5,0,1.2
mation,0,6,3,3,0,1
unilamellar,1,11,5,6,0,0.833333333333333
amalia,1,6,4,2,0,2
argumentalise,0,13,6,7,0,0.857142857142857
criophore,1,9,4,5,0,0.8
debeaker,1,8,4,4,0,1
tsam,0,4,1,3,0,0.333333333333333
cremos,0,6,2,4,0,0.5
jstyfvksfpbj,0,12,0,12,0,0
evectedness,0,11,4,7,0,0.571428571428571
mhhqhwsaqduodkbqwbi,0,19,4,15,0,0.266666666666667
heptangular,1,11,4,7,0,0.571428571428571
phrygian,1,8,2,6,0,0.333333333333333
presumers,1,9,3,6,0,0.5
dreadlocks,1,10,3,7,0,0.428571428571429
uninucleated,1,12,6,6,0,1
lakhs,1,5,1,4,0,0.25
davidinetopmen,0,14,6,8,0,0.75
sosabilarentrant,0,16,6,10,0,0.6
chancinees,0,10,4,6,0,0.666666666666667
importunates,1,12,5,7,0,0.714285714285714
maigre,1,6,3,3,0,1
vailefying,0,10,4,6,0,0.666666666666667
flabilities,0,11,5,6,0,0.833333333333333
mamery,0,6,2,4,0,0.5
acalnes,0,7,3,4,0,0.75
itolas,0,6,3,3,0,1
compreemighterpiologitutanadvers,0,32,13,19,0,0.684210526315789
kraurauiaceae,0,13,9,4,0,2.25
danelage,1,8,4,4,0,1
unlesoman,0,9,4,5,0,0.8
swakara,1,7,3,4,0,0.75
baidar,1,6,3,3,0,1
occasionate,1,11,6,5,0,1.2
particina,0,9,4,5,0,0.8
retreatant,1,10,4,6,0,0.666666666666667
prographicago,0,13,5,8,0,0.625
refully,0,7,2,5,0,0.4
catholiatical,0,13,6,7,0,0.857142857142857
onug,0,4,2,2,0,1
bicameralist,1,12,5,7,0,0.714285714285714
dedness,0,7,2,5,0,0.4
monsignori,1,10,4,6,0,0.666666666666667
squirrelsstagnate,1,17,6,11,0,0.545454545454545
neidhardt,1,9,3,6,0,0.5
potherbs,1,8,2,6,0,0.333333333333333
oscillar,0,8,3,5,0,0.6
obstructionary,0,14,5,9,0,0.555555555555556
spectroheliogram,1,16,6,10,0,0.6
protext,1,7,2,5,0,0.4
isolvolete,0,10,5,5,0,1
unstridulating,1,14,5,9,0,0.555555555555556
beasess,0,7,3,4,0,0.75
creoles,1,7,3,4,0,0.75
ficus,1,5,2,3,0,0.666666666666667
virginville,1,11,4,7,0,0.571428571428571
megropondroverin,0,16,6,10,0,0.6
mieiterycankieootumimeermesuciomiteiomiraeferat,0,47,26,21,0,1.23809523809524
lienopancreatic,1,15,7,8,0,0.875
discommunity,1,12,4,8,0,0.5
relets,1,6,2,4,0,0.5
naemorhedinae,1,13,7,6,0,1.16666666666667
isativelyragran,0,15,6,9,0,0.666666666666667
hazeless,1,8,3,5,0,0.6
eilat,1,5,3,2,0,1.5
nostalgia,1,9,4,5,0,0.8
sludginess,1,10,3,7,0,0.428571428571429
chew,1,4,1,3,0,0.333333333333333
readestainomochoclate,0,21,10,11,0,0.909090909090909
croctsoredi,0,11,4,7,0,0.571428571428571
sarine,1,6,3,3,0,1
recurvature,1,11,5,6,0,0.833333333333333
qsbxmgfvwvbhoj,0,14,1,13,0,0.0769230769230769
kethidisensities,0,16,7,9,0,0.777777777777778
sweetner,0,8,3,5,0,0.6
tiresomeness,1,12,5,7,0,0.714285714285714
unfined,1,7,3,4,0,0.75
uigurian,1,8,5,3,0,1.66666666666667
sayoner,0,7,3,4,0,0.75
bimmeler,1,8,3,5,0,0.6
ed'zmj,0,6,1,5,1,0.2
upcounty,0,8,3,5,0,0.6
ricardiac,0,9,4,5,0,0.8
ridiory,0,7,3,4,0,0.75
unamusement,1,11,5,6,0,0.833333333333333
hyperconcentrations,1,19,6,13,0,0.461538461538462
isabellas,1,9,4,5,0,0.8
uge,0,3,2,1,0,2
logocracies,0,11,5,6,0,0.833333333333333
strick,1,6,1,5,0,0.2
stenandioturabliephtily,0,23,9,14,0,0.642857142857143
noncompetences,0,14,5,9,0,0.555555555555556
exposurfboardee,0,15,7,8,0,0.875
debt,1,4,1,3,0,0.333333333333333
regumechent,0,11,4,7,0,0.571428571428571
nanhai,1,6,3,3,0,1
chiko,0,5,2,3,0,0.666666666666667
heteronical,0,11,5,6,0,0.833333333333333
virologist,1,10,4,6,0,0.666666666666667
fineer,0,6,3,3,0,1
fiddliest,1,9,3,6,0,0.5
proggies,0,8,3,5,0,0.6
piuuq'kazzhvhuja,0,16,6,10,1,0.6
echal,0,5,2,3,0,0.666666666666667
yznvzdhp'dies,0,13,2,11,1,0.181818181818182
tacsonia,1,8,4,4,0,1
thatch,1,6,1,5,0,0.2
phycoerythrin,1,13,3,10,0,0.3
submittable,1,11,4,7,0,0.571428571428571
fragmentative,0,13,5,8,0,0.625
submortgagee,0,12,5,7,0,0.714285714285714
pharmacopolist,1,14,5,9,0,0.555555555555556
colascioni,1,10,5,5,0,1
enewetak,1,8,4,4,0,1
klastiongtomicathyllastatanistalipplettarcotte,0,46,16,30,0,0.533333333333333
complacentesis,0,14,5,9,0,0.555555555555556
carcane,0,7,3,4,0,0.75
taea,0,4,3,1,0,3
misrecite,1,9,4,5,0,0.8
fascists,1,8,2,6,0,0.333333333333333
dindon,1,6,2,4,0,0.5
whosociophophenope,0,18,8,10,0,0.8
pisemiternour,0,13,6,7,0,0.857142857142857
upejyehuklb,0,11,4,7,0,0.571428571428571
yamalka,1,7,3,4,0,0.75
nenonrapocchoponetatorontafly,0,29,11,18,0,0.611111111111111
alternateness,1,13,5,8,0,0.625
adisebrope,0,10,5,5,0,1
crewcuts,1,8,2,6,0,0.333333333333333
tsaritsa,1,8,3,5,0,0.6
hackberry,1,9,2,7,0,0.285714285714286
vasoreflex,1,10,4,6,0,0.666666666666667
oiwqkcgkqgtyrqfftfefebxpwwwxj,0,29,4,25,0,0.16
canln,0,5,1,4,0,0.25
methylene,1,9,3,6,0,0.5
saprocercoolhalia,0,17,8,9,0,0.888888888888889
cophetencrourebosms,0,19,7,12,0,0.583333333333333
preemlapirthinicidadjurg,0,24,9,15,0,0.6
pinetums,0,8,3,5,0,0.6
forsakes,1,8,3,5,0,0.6
giaourt,0,7,4,3,0,1.33333333333333
parvirostrate,1,13,5,8,0,0.625
biracialist,0,11,5,6,0,0.833333333333333
phillosalpart,0,13,4,9,0,0.444444444444444
unsalutz,0,8,3,5,0,0.6
overconstructed,1,15,5,10,0,0.5
pedicled,1,8,3,5,0,0.6
susy,1,4,1,3,0,0.333333333333333
frand,0,5,1,4,0,0.25
expuggedani,0,11,5,6,0,0.833333333333333
murled,1,6,2,4,0,0.5
unsuppression,1,13,5,8,0,0.625
coaxiderthonitis,0,16,7,9,0,0.777777777777778
ombkiadolsrreijduvdio,0,21,9,12,0,0.75
kusha,1,5,2,3,0,0.666666666666667
mestizos,1,8,3,5,0,0.6
wjms,0,4,0,4,0,0
cholecystectasia,1,16,6,10,0,0.6
anderdrailloch,0,14,5,9,0,0.555555555555556
hedonianism,0,11,5,6,0,0.833333333333333
atacoscopeptibleness,0,20,8,12,0,0.666666666666667
resive,0,6,3,3,0,1
ukrainian,1,9,5,4,0,1.25
aldolatry,0,9,3,6,0,0.5
gpinguwncid,0,11,3,8,0,0.375
stancracarm,0,11,3,8,0,0.375
perognathus,1,11,4,7,0,0.571428571428571
reflecasurvinivelchora,0,22,9,13,0,0.692307692307692
speelings,0,9,3,6,0,0.5
gojbfpth,0,8,1,7,0,0.142857142857143
bjxarf'rfkinu,0,13,3,10,1,0.3
millerstown,1,11,3,8,0,0.375
emilie,1,6,4,2,0,2
gentler,1,7,2,5,0,0.4
haudoovarretimersation,0,22,11,11,0,1
macromidiculting,0,16,6,10,0,0.6
demonstrately,0,13,4,9,0,0.444444444444444
nonexcitative,1,13,6,7,0,0.857142857142857
ctlsheaiphiloubacsphacoblliveress,0,33,12,21,0,0.571428571428571
rhavenia,0,8,4,4,0,1
uribi,0,5,3,2,0,1.5
caromel,1,7,3,4,0,0.75
beaux,1,5,3,2,0,1.5
escrol,1,6,2,4,0,0.5
cochinae,0,8,4,4,0,1
chalkstone,1,10,3,7,0,0.428571428571429
culgee,1,6,3,3,0,1
gi'p,0,4,1,3,1,0.333333333333333
bundistulative,0,14,6,8,0,0.75
unclassify,1,10,3,7,0,0.428571428571429
dissonance,1,10,4,6,0,0.666666666666667
beduckings,0,10,3,7,0,0.428571428571429
estren,1,6,2,4,0,0.5
euthrasene,0,10,5,5,0,1
rugger,1,6,2,4,0,0.5
awabakal,1,8,4,4,0,1
dzb'jrdnunrd,0,12,1,11,1,0.0909090909090909
ideoglyph,1,9,3,6,0,0.5
conflagrates,1,12,4,8,0,0.5
tommie,1,6,3,3,0,1
physalian,1,9,3,6,0,0.5
blouboks,1,8,3,5,0,0.6
turkeys,1,7,2,5,0,0.4
colorimetry,1,11,4,7,0,0.571428571428571
lqbybdmvrru'crdobwnbkhzq,0,24,2,22,1,0.0909090909090909
'ukhpgxdvz,0,10,1,9,1,0.111111111111111
tassie,1,6,3,3,0,1
clausal,1,7,3,4,0,0.75
kqbniixrivzbcwtfvgt,0,19,3,16,0,0.1875
possible,1,8,3,5,0,0.6
aoln,0,4,2,2,0,1
bambino,1,7,3,4,0,0.75
agnexpine,0,9,4,5,0,0.8
angiohyalinosis,1,15,7,8,0,0.875
swink,1,5,1,4,0,0.25
snytllzhgivw'zgjhtn,0,19,1,18,1,0.0555555555555556
tadashi,1,7,3,4,0,0.75
mellaticata,0,11,5,6,0,0.833333333333333
astylosporous,0,13,5,8,0,0.625
hemoerythrin,1,12,4,8,0,0.5
unequivocalness,1,15,7,8,0,0.875
reindoctrinate,1,14,6,8,0,0.75
imus,1,4,2,2,0,1
overexpanded,1,12,5,7,0,0.714285714285714
efrsh'esprwa',0,13,3,10,2,0.3
pythilociployddamorpenton,0,25,8,17,0,0.470588235294118
dissector,1,9,3,6,0,0.5
coppelia,1,8,4,4,0,1
etomqxwguhylqe't,0,16,4,12,1,0.333333333333333
fuirena,1,7,4,3,0,1.33333333333333
fritfulness,0,11,3,8,0,0.375
bordylar,0,8,2,6,0,0.333333333333333
lenche,0,6,2,4,0,0.5
deliberative,1,12,6,6,0,1
sacchitah,0,9,3,6,0,0.5
d'hihinplfucuqprhnregrqtmkdg,0,28,5,23,1,0.217391304347826
omadhaun,1,8,4,4,0,1
slaticifiralatasempu,0,20,9,11,0,0.818181818181818
evenhanded,1,10,4,6,0,0.666666666666667
coreign,1,7,3,4,0,0.75
kellysville,1,11,3,8,0,0.375
overspeedy,1,10,4,6,0,0.666666666666667
intitussism,0,11,4,7,0,0.571428571428571
monophyllous,1,12,4,8,0,0.5
ychoriletrtoaoomimelcanamerolenenisocas,0,39,18,21,0,0.857142857142857
muz,0,3,1,2,0,0.5
clui,0,4,2,2,0,1
repadding,1,9,3,6,0,0.5
lotase,1,6,3,3,0,1
pavlovian,1,9,4,5,0,0.8
pkqcvhgyzbprhfkkftuzn,0,21,1,20,0,0.05
violinosing,0,11,5,6,0,0.833333333333333
turnpin,1,7,2,5,0,0.4
mucopolysaccum,0,14,5,9,0,0.555555555555556
cavaed,0,6,3,3,0,1
photogram,1,9,3,6,0,0.5
virt,0,4,1,3,0,0.333333333333333
governall,1,9,3,6,0,0.5
'uvsa'obidicgfzzwjofm,0,21,6,15,2,0.4
todends,0,7,2,5,0,0.4
hollister,1,9,3,6,0,0.5
undural,0,7,3,4,0,0.75
unperfumed,1,10,4,6,0,0.666666666666667
fluing,1,6,2,4,0,0.5
bgsnawk,0,7,1,6,0,0.166666666666667
tarlton,1,7,2,5,0,0.4
vicatingis,0,10,4,6,0,0.666666666666667
hecatonchires,1,13,5,8,0,0.625
arcantolerel,0,12,5,7,0,0.714285714285714
karolynne,0,9,3,6,0,0.5
mussinesses,1,11,4,7,0,0.571428571428571
kwnolmocafuismmangs,0,19,6,13,0,0.461538461538462
linkier,1,7,3,4,0,0.75
dragonroot,1,10,4,6,0,0.666666666666667
palindromes,1,11,4,7,0,0.571428571428571
slaglessness,1,12,3,9,0,0.333333333333333
clasp,1,5,1,4,0,0.25
gremial,1,7,3,4,0,0.75
ovangangela,1,11,5,6,0,0.833333333333333
superream,0,9,4,5,0,0.8
vghz,0,4,0,4,0,0
rebesiege,1,9,5,4,0,1.25
houghtlies,0,10,4,6,0,0.666666666666667
tripodic,1,8,3,5,0,0.6
corwin,1,6,2,4,0,0.5
attrits,1,7,2,5,0,0.4
prement,0,7,2,5,0,0.4
duped,1,5,2,3,0,0.666666666666667
ck,0,2,0,2,0,0
ycejkgwe'cy,0,11,2,9,1,0.222222222222222
trinette,1,8,3,5,0,0.6
triphammer,1,10,3,7,0,0.428571428571429
shited,1,6,2,4,0,0.5
polypomorpha,1,12,4,8,0,0.5
horyanus,0,8,3,5,0,0.6
compeers,1,8,3,5,0,0.6
groupies,1,8,4,4,0,1
seak,0,4,2,2,0,1
thoracotomy,1,11,4,7,0,0.571428571428571
reparations,1,11,5,6,0,0.833333333333333
cacafugo,1,8,4,4,0,1
psente,0,6,2,4,0,0.5
se,1,2,1,1,0,1
delible,1,7,3,4,0,0.75
wwf'rsnuvgoclcua,0,16,4,12,1,0.333333333333333
juns,0,4,1,3,0,0.333333333333333
cooccurs,1,8,3,5,0,0.6
kols,0,4,1,3,0,0.333333333333333
mf'baedfrzzlfaspxmdipovjmyz,0,27,5,22,1,0.227272727272727
incumbents,1,10,3,7,0,0.428571428571429
simiidae,1,8,5,3,0,1.66666666666667
unfold,1,6,2,4,0,0.5
sayeds,1,6,2,4,0,0.5
limusdjtb,0,9,2,7,0,0.285714285714286
anguinidae,1,10,6,4,0,1.5
multiciliate,1,12,6,6,0,1
olyzel,0,6,2,4,0,0.5
tovementablenesis,0,17,7,10,0,0.7
snailery,1,8,3,5,0,0.6
pachyderma,1,10,3,7,0,0.428571428571429
diffusioninesses,0,16,7,9,0,0.777777777777778
brunellia,1,9,4,5,0,0.8
qmlzbrlilnmi'eqcr,0,17,3,14,1,0.214285714285714
franza,1,6,2,4,0,0.5
tsarina,1,7,3,4,0,0.75
laconia,1,7,4,3,0,1.33333333333333
bobbish,1,7,2,5,0,0.4
souths,1,6,2,4,0,0.5
skups,0,5,1,4,0,0.25
waratess,0,8,3,5,0,0.6
prostacyclin,1,12,3,9,0,0.333333333333333
jovinianistic,1,13,6,7,0,0.857142857142857
pandating,0,9,3,6,0,0.5
flinty,1,6,1,5,0,0.2
uninferable,1,11,5,6,0,0.833333333333333
unmentampwormalay,0,17,6,11,0,0.545454545454545
bergamot,1,8,3,5,0,0.6
photochordateau,0,15,7,8,0,0.875
esbay,1,5,2,3,0,0.666666666666667
iodinium,1,8,5,3,0,1.66666666666667
farmelo,1,7,3,4,0,0.75
cerebralise,1,11,5,6,0,0.833333333333333
stoeber,1,7,3,4,0,0.75
nondiscriminates,0,16,6,10,0,0.6
oaf,1,3,2,1,0,2
ciliosciophite,0,14,7,7,0,1
hawkweed,1,8,3,5,0,0.6
amidoazobenzene,1,15,8,7,0,1.14285714285714
oxysulfide,1,10,4,6,0,0.666666666666667
plowfdeplk',0,11,2,9,1,0.222222222222222
anilopyrin,1,10,4,6,0,0.666666666666667
n',0,2,0,2,1,0
motyperinateremo,0,16,7,9,0,0.777777777777778
ablepharia,1,10,5,5,0,1
outstat,0,7,3,4,0,0.75
consolversion,0,13,5,8,0,0.625
liddiard,1,8,3,5,0,0.6
priced,1,6,2,4,0,0.5
fing,0,4,1,3,0,0.333333333333333
dialogised,1,10,5,5,0,1
tomeevilasclermatiptardrypenify,0,31,11,20,0,0.55
venenate,1,8,4,4,0,1
hyperpanegyric,1,14,4,10,0,0.4
coappearing,1,11,5,6,0,0.833333333333333
pakhtun,1,7,2,5,0,0.4
nonderite,0,9,4,5,0,0.8
embeaub,0,7,4,3,0,1.33333333333333
snibberyearly,0,13,4,9,0,0.444444444444444
lcobtenadhancobsachizzzebai,0,27,10,17,0,0.588235294117647
concernments,1,12,3,9,0,0.333333333333333
unbosoming,1,10,4,6,0,0.666666666666667
